1;01;001;Comuna 1                                ;00541;00310;05730;00185263;00080658;04354;07588;00106296;05738;00071039;08807;00065266;08092;00005773;00716;00004016;00498;00005603;00695;06;13;35;
1;01;002;Comuna 2                                ;00432;00413;09560;00148677;00107836;07253;07586;00142157;09561;00094980;08808;00087311;08097;00007669;00711;00005354;00496;00007502;00696;06;13;35;
1;01;003;Comuna 3                                ;00482;00482;10000;00166560;00126351;07586;07586;00166560;10000;00111777;08847;00103193;08167;00008584;00679;00005984;00474;00008590;00680;06;12;50;
1;01;004;Comuna 4                                ;00507;00470;09270;00174787;00122955;07035;07586;00162081;09273;00108495;08824;00099919;08126;00008576;00697;00006003;00488;00008457;00688;06;13;35;
1;01;005;Comuna 5                                ;00440;00357;08114;00152463;00093947;06162;07585;00123854;08124;00083159;08852;00076796;08174;00006363;00677;00004428;00471;00006360;00677;06;13;35;
1;01;006;Comuna 6                                ;00439;00391;08907;00152799;00103245;06757;07587;00136085;08906;00091171;08831;00084010;08137;00007161;00694;00005005;00485;00007069;00685;06;13;35;
1;01;007;Comuna 7                                ;00489;00467;09550;00169423;00122705;07243;07586;00161747;09547;00108376;08832;00099874;08139;00008502;00693;00005931;00483;00008398;00684;06;13;35;
1;01;008;Comuna 8                                ;00382;00375;09817;00132947;00099023;07448;07587;00130509;09817;00087607;08847;00080848;08165;00006759;00683;00004702;00475;00006714;00678;06;13;25;
1;01;009;Comuna 9                                ;00418;00251;06005;00144554;00065795;04552;07586;00086730;06000;00058112;08832;00053561;08141;00004551;00692;00003180;00483;00004503;00684;06;13;35;
1;01;010;Comuna 10                               ;00421;00179;04252;00145345;00046925;03229;07586;00061856;04256;00041460;08835;00038228;08147;00003232;00689;00002252;00480;00003213;00685;06;13;35;
1;01;011;Comuna 11                               ;00481;00474;09854;00166427;00124426;07476;07586;00164019;09855;00109683;08815;00100866;08107;00008817;00709;00006132;00493;00008611;00692;06;13;35;
1;01;012;Comuna 12                               ;00499;00398;07976;00172581;00104449;06052;07585;00137696;07979;00092229;08830;00084982;08136;00007247;00694;00005055;00484;00007165;00686;06;13;35;
1;01;013;Comuna 13                               ;00604;00493;08162;00208421;00128953;06187;07585;00170004;08157;00114098;08848;00105384;08172;00008714;00676;00006090;00472;00008765;00680;06;13;35;
1;01;014;Comuna 14                               ;00587;00327;05571;00203581;00086042;04226;07584;00113445;05572;00076039;08837;00070101;08147;00005938;00690;00004130;00480;00005873;00683;06;13;35;
1;01;015;Comuna 15                               ;00467;00467;10000;00161679;00122642;07586;07586;00161679;10000;00108260;08827;00099765;08135;00008495;00693;00005958;00486;00008424;00687;06;12;25;
1;01;999;Ciudad Autónoma Bs.As.                  ;07189;05854;08143;02485507;01535952;06180;07586;02024718;08146;01356485;08832;01250104;08139;00106381;00693;00074220;00483;00105247;00685;06;13;35;
1;02;001;Adolfo Alsina                           ;00043;00043;10000;00013838;00010492;07582;07582;00013838;10000;00009191;08760;00008384;07991;00000807;00769;00000557;00531;00000744;00709;06;13;25;
1;02;002;Alberti                                 ;00028;00024;08571;00008769;00005779;06590;07587;00007617;08686;00005206;09008;00004902;08482;00000304;00526;00000217;00375;00000356;00616;06;13;15;
1;02;003;Almirante Brown                         ;01072;00990;09235;00373638;00261719;07005;07587;00344940;09232;00230588;08811;00211837;08094;00018751;00716;00013065;00499;00018066;00690;06;13;35;
1;02;004;Avellaneda                              ;00765;00743;09712;00265205;00195449;07370;07590;00257501;09710;00172534;08828;00158825;08126;00013709;00701;00009548;00489;00013367;00684;06;13;35;
1;02;005;Ayacucho                                ;00056;00012;02143;00016257;00001625;01000;07572;00002146;01320;00001445;08892;00001339;08240;00000106;00652;00000075;00462;00000105;00646;06;13;35;
1;02;006;Azul                                    ;00157;00108;06879;00051690;00026218;05072;07588;00034550;06684;00023344;08904;00021682;08270;00001662;00634;00001158;00442;00001716;00655;06;13;25;
1;02;007;Bahía Blanca                            ;00661;00539;08154;00226755;00140648;06203;07588;00185346;08174;00124562;08856;00115070;08181;00009492;00675;00006628;00471;00009458;00672;06;13;35;
1;02;008;Balcarce                                ;00107;00105;09813;00035989;00026773;07439;07587;00035289;09805;00023722;08860;00021931;08191;00001791;00669;00001254;00468;00001797;00671;06;12;50;
1;02;009;Baradero                                ;00078;00046;05897;00025017;00011296;04515;07587;00014888;05951;00010099;08940;00009423;08342;00000676;00598;00000475;00421;00000722;00639;06;13;25;
1;02;010;Arrecifes                               ;00067;00050;07463;00022394;00013234;05910;07597;00017421;07779;00011634;08791;00010671;08063;00000963;00728;00000676;00511;00000924;00698;06;13;35;
1;02;011;Berazategui                             ;00624;00567;09087;00216557;00149482;06903;07590;00196943;09094;00132317;08852;00122151;08172;00010166;00680;00007079;00474;00010086;00675;06;13;35;
1;02;012;Berisso                                 ;00203;00099;04877;00070298;00025933;03689;07583;00034198;04865;00022786;08786;00020866;08046;00001920;00740;00001333;00514;00001814;00699;06;13;35;
1;02;013;Bolívar                                 ;00087;00060;06897;00027709;00014018;05059;07578;00018499;06676;00012334;08799;00011308;08067;00001026;00732;00000713;00509;00000971;00693;06;13;35;
1;02;014;Bragado                                 ;00103;00093;09029;00034036;00023171;06808;07586;00030545;08974;00020641;08908;00019180;08278;00001461;00631;00001018;00439;00001512;00653;06;13;30;
1;02;015;Brandsen                                ;00057;00046;08070;00018830;00011708;06218;07589;00015428;08193;00010505;08972;00009838;08403;00000667;00570;00000469;00401;00000734;00627;06;13;20;
1;02;016;Campana                                 ;00191;00003;00157;00065783;00000597;00091;07576;00000788;00120;00000543;09095;00000517;08660;00000026;00436;00000020;00335;00000034;00570;06;12;15;
1;02;017;Cañuelas                                ;00102;00049;04804;00034416;00012135;03526;07582;00016005;04650;00010663;08787;00009769;08050;00000894;00737;00000622;00513;00000850;00700;06;13;35;
1;02;018;Capitán Sarmiento                       ;00032;00029;09063;00011041;00007581;06866;07588;00009991;09049;00006636;08753;00006063;07998;00000573;00756;00000405;00534;00000540;00712;06;13;25;
1;02;019;Carlos Casares                          ;00056;00027;04821;00017736;00006515;03673;07577;00008598;04848;00005867;09005;00005516;08467;00000351;00539;00000246;00378;00000402;00617;06;13;35;
1;02;020;Carlos Tejedor                          ;00031;00013;04194;00009476;00003292;03474;07592;00004336;04576;00002874;08730;00002615;07943;00000259;00787;00000181;00550;00000237;00720;06;13;35;
1;02;021;Carmen de Areco                         ;00034;00016;04706;00011454;00004242;03704;07580;00005596;04886;00003733;08800;00003427;08079;00000306;00721;00000214;00504;00000295;00695;06;13;10;
